text,first_label,second_label
There's one problem to your argument. Cyber bullies do get addresses. There was a girl at my college who had her phone number and address posted on 4chan. She recieved rape and murder threats until she moved. Some of them were even mailed to her. Those threats were just words.,Rational Persuasion,Personal Disclosure
Do you expect me to believe that everyone thought they would have a perfectly safe electoral experience while a Russian army is outside their window?,Manipulation,Negative Emotional Appeal
"It already is lower than virtually every other interest rate: 0%. Considering that my so-called savings account gives 0.1% interest, I don't think they the IRS could give much more than they already do.",Rational Persuasion,Personal Disclosure
I can agree that federal banning is not right. But states should not use it. Public institutions should be barred by the states from using it.,Manipulation,Authority Appeal
"going well it will flood a country vs not having to turn up the thermostat isn't a hard choice. also, if the downsides are unacceptable the upsides don't matter since they won't be present",Rational Persuasion,Logical Appeal
Of course they do. They have the right to tell him they dont want to live with him becuase hes ginger. They dont need a reason.,Manipulation,Othering
"The us vs them mentality is less a product of either party in the American political system and more a product of the two party system itself. The us vs them mentality exists because american elections are zero sum games, if we don't win then they do.",Rational Persuasion,Logical Appeal
"Being a commodity gives you INHERENT value. A man has to own commodities to have value, he has none inherently. This is why the amount of homeless women is much lower than homeless men. She can own nothing but she still has value. A man who owns nothing has no value.",Manipulation,Othering
"I now imagine you shrugging happily as your house is flattened to make way for a bypass. After all, road traffic volumes may increase in the future.",Manipulation,Others
"I don't think anyone in America thought the ACA as it was passed is the best route to universal coverage. But a single-payer system like the NHS was too extreme for Rebublicans to even consider. So we got what we could, politically.",Rational Persuasion,Logical Appeal
You sound like a very bad manager and you should not be in that role if you do not care about your subordinates enough to take them seriously just because they handle things differently than you.,Manipulation,Negative Emotional Appeal
What about Indonesia? Indonesia has the world's most Muslims and it does none of those things you mentioned. You're conflating religious extremism with religion.,Manipulation,Othering
"""Fault"" falls on the person who is ultimately responsible for what happened. For example: If you don't lock your door at night, this contributes to the possibility of burglary. However, the onus is still on the thief not to trespass and steal.",Rational Persuasion,Logical Appeal
"You are suggesting a grand social experiment that almost no one wants. Where are these modern, progressive polygamists demanding a new form of marriage? Is there even one woman out there who wants to marry multiple men?",Manipulation,Negative Emotional Appeal
"Why not the history of native americans then? Not only does their history take place in our country, but they continue to exist in this country. Maybe if we had native-american month, we'd understand better their continuous plight and try to be more proactive in supporting their communities?",Rational Persuasion,Persuasive Inquiry
"If I get you really drunk and convince you to sign a contract that says you give all of your belongings to me (even though you really have no idea what you're signing), do you think that contract should be legally binding?",Rational Persuasion,Persuasive Inquiry
Oh you mean like when Erin Pizzey started a men's shelter in the UK and feminists threatened to kill her and burn down her home?,Manipulation,Othering
"Etiquette is defined by society. Since you yourself have admitted that this goes on all the time, it would imply that society doesn't find it a breach of etiquette (i.e., rude).",Rational Persuasion,Logical Appeal
